id,Gender,Age,Height,Weight,FAF,BMI,FAF_value,Fitness_level,Gender_v,BMI_Cat,S
368,female,40,1.58,63,4 to 5,25.23634033,3.5,Advanced,0,1,5.3
369,female,37,1.68,83,0,29.40759637,0,Intermediate,0,1,2.2
370,male,20,1.58,74,4 to 5,29.64268547,3.5,Advanced,1,1,3.5
371,male,19,1.8,60,1 to 2,18.51851852,1.5,Intermediate,1,0,3.3
372,male,17,1.62,69,1 to 2,26.29172382,1.5,Beginner,1,1,1.6
373,female,18,1.62,58,0,22.10028959,0,Beginner,0,0,1.8
374,female,21,1.54,56,0,23.61275089,0,Intermediate,0,0,2.1
375,male,18,1.76,70,3,22.5981405,2,Advanced,1,0,3.6
376,male,41,1.8,92,1 to 2,28.39506173,1.5,Advanced,1,1,4
377,female,36,1.58,60,3,24.03460984,2,Advanced,0,0,5.2
378,male,18,1.76,68,1 to 2,21.95247934,1.5,Intermediate,1,0,3.2
379,male,18,1.73,70,3,23.38868656,2,Advanced,1,0,3.6
380,male,17,1.7,70,0,24.22145329,0,Beginner,1,0,1.9
381,male,25,1.7,83,4 to 5,28.71972318,3.5,Advanced,1,1,4
382,male,21,1.8,75,3,23.14814815,2,Advanced,1,0,3.9
383,female,29,1.6,56,0,21.875,0,Intermediate,0,0,2.9
384,male,17,1.7,98,0,33.9100346,0,Beginner,1,1,0.4
385,female,18,1.6,60,0,23.4375,0,Beginner,0,0,1.8
386,female,16,1.55,45,1 to 2,18.73048907,1.5,Intermediate,0,0,2.8
387,female,18,1.59,53,1 to 2,20.96436059,1.5,Intermediate,0,0,3
388,female,37,1.5,75,0,33.33333333,0,Intermediate,0,1,2.2
389,male,18,1.78,108,1 to 2,34.08660523,1.5,Beginner,1,1,1.7
390,female,16,1.61,65,0,25.07619305,0,Beginner,0,1,0.1
391,male,23,1.71,50,0,17.09927841,0,Advanced,1,-1,4
392,female,18,1.7,50,0,17.30103806,0,Intermediate,0,-1,3.3
393,male,18,1.76,70,3,22.43672521,2,Advanced,1,0,3.6
394,male,18,1.7,78,0,26.98961938,0,Beginner,1,1,0.5
395,female,17,1.53,55,0,23.49523687,0,Beginner,0,0,1.7
396,female,20,1.54,39,4 to 5,16.44459437,3.5,Advanced,0,-1,6.3
397,female,38,1.55,59,3,24.55775234,2,Advanced,0,0,5.4
398,male,20,1.66,60,0,21.77384236,0,Intermediate,1,0,2.2
399,male,21,1.85,125,0,36.5230095,0,Beginner,1,1,0.8
400,male,21,1.65,60,0,22.03856749,0,Intermediate,1,0,2.3
401,male,18,1.65,70,0,25.71166208,0,Beginner,1,1,0.5
402,male,26,1.83,82,1 to 2,24.48565201,1.5,Advanced,1,0,4
403,male,27,1.83,99,3,29.56194571,2,Intermediate,1,1,3
404,female,26,1.66,112,0,40.64450573,0,Beginner,0,1,1.1
405,male,34,1.78,73,4 to 5,23.0400202,3.5,Advanced,1,0,6.4
406,male,18,1.74,86,4 to 5,28.40533756,3.5,Intermediate,1,1,3.3
407,male,33,1.76,67,4 to 5,21.46823347,3.5,Advanced,1,0,6.3
408,female,19,1.51,59,1 to 2,25.87605807,1.5,Beginner,0,1,1.6
409,male,20,1.81,79,0,24.11403803,0,Intermediate,1,0,2.2
410,female,33,1.55,55,3,22.89281998,2,Advanced,0,0,4.9
411,male,20,1.83,66,1 to 2,19.70796381,1.5,Intermediate,1,0,3.4
412,female,20,1.6,65,0,25.390625,0,Beginner,0,1,0.5
413,male,33,1.85,85,1 to 2,24.83564646,1.5,Advanced,1,0,4.7
414,male,33,1.75,85,1 to 2,27.75510204,1.5,Intermediate,1,1,3.2
415,male,33,1.83,113,1 to 2,33.74242289,1.5,Intermediate,1,1,3.2
416,male,14,1.71,72,3,24.62296091,2,Intermediate,1,0,3.2
417,male,34,1.84,88,3,25.99243856,2,Advanced,1,1,3.7
418,male,18,1.77,87,1 to 2,27.76979795,1.5,Beginner,1,1,1.7
419,male,18,1.7,90,3,31.14186851,2,Intermediate,1,1,2.1
420,male,29,1.62,89,0,33.91251334,0,Beginner,1,1,1.6
421,male,18,1.85,60,3,17.53104456,2,Advanced,1,-1,5.1
422,male,18,1.84,60,3,17.7221172,2,Advanced,1,-1,5.1
423,male,19,1.75,58,3,18.93877551,2,Advanced,1,0,3.7
424,male,33,1.85,93,1 to 2,27.17311907,1.5,Intermediate,1,1,3.2
425,male,33,1.74,76,0,25.10239133,0,Intermediate,1,1,2
426,female,19,1.61,54,3,20.75537209,2,Advanced,0,0,3.5
427,male,22,1.75,70,1 to 2,22.85714286,1.5,Advanced,1,0,3.6
428,female,20,1.67,60,4 to 5,21.51385851,3.5,Advanced,0,0,4.8
429,male,23,1.7,69,3,23.87543253,2,Advanced,1,0,4.1
430,male,26,1.9,80,1 to 2,22.16066482,1.5,Advanced,1,0,4
431,male,18,1.65,85,1 to 2,31.22130395,1.5,Beginner,1,1,1.7
432,female,18,1.6,55,3,21.484375,2,Intermediate,0,0,3.4
433,male,19,1.8,70,3,21.60493827,2,Advanced,1,0,3.7
434,female,18,1.64,59,1 to 2,21.93634741,1.5,Intermediate,0,0,3
435,male,19,1.89,87,4 to 5,24.35542118,3.5,Advanced,1,0,4.9
436,female,19,1.76,80,4 to 5,25.82644628,3.5,Intermediate,0,1,3.2
437,female,18,1.56,55,0,22.60026298,0,Beginner,0,0,1.8
438,female,18,1.6,56,1 to 2,21.875,1.5,Intermediate,0,0,3
439,female,19,1.67,64,3,22.94811574,2,Advanced,0,0,3.5
440,female,19,1.6,60,0,23.4375,0,Beginner,0,0,1.9
441,female,18,1.55,56,0,23.30905307,0,Beginner,0,0,1.8
442,female,18,1.55,50,1 to 2,20.81165453,1.5,Intermediate,0,0,3
443,male,26,1.72,65,0,21.97133586,0,Intermediate,1,0,2.8
444,male,18,1.72,53,0,17.91508924,0,Advanced,1,-1,3.5
445,male,19,1.7,60,3,20.76124567,2,Advanced,1,0,3.7
446,female,19,1.51,45,4 to 5,19.73597649,3.5,Advanced,0,0,4.7
447,male,19,1.83,82,3,24.48565201,2,Advanced,1,0,3.7
448,male,19,1.8,87,3,26.85185185,2,Intermediate,1,1,2.2
449,female,24,1.6,101,0,39.2578125,0,Beginner,0,1,0.9
450,female,18,1.63,63,3,23.71184463,2,Intermediate,0,0,3.4
451,male,19,1.71,71,1 to 2,24.28097534,1.5,Intermediate,1,0,3.3
452,male,19,1.7,65,1 to 2,22.49134948,1.5,Intermediate,1,0,3.3
453,male,23,1.75,69,3,22.53061224,2,Advanced,1,0,4.1
454,female,18,1.62,50,0,19.05197378,0,Beginner,0,0,1.8
455,female,20,1.68,68,1 to 2,24.09297052,1.5,Intermediate,0,0,3.2
456,male,18,1.85,66,1 to 2,19.28414901,1.5,Intermediate,1,0,3.2
457,female,33,1.59,60,0,23.7332384,0,Intermediate,0,0,3.3
458,female,19,1.5,45,0,20,0,Beginner,0,0,1.9
459,male,19,1.69,60,1 to 2,21.0076678,1.5,Intermediate,1,0,3.3
460,male,19,1.76,79,1 to 2,25.5036157,1.5,Beginner,1,1,1.8
461,female,18,1.62,55,1 to 2,20.95717116,1.5,Intermediate,0,0,3
462,male,21,1.71,100,0,34.19855682,0,Beginner,1,1,0.8
463,male,27,1.72,88,0,29.74580855,0,Beginner,1,1,1.4
464,male,17,1.8,68,3,20.98765432,2,Advanced,1,0,3.5
465,male,18,1.93,86,3,23.08786813,2,Advanced,1,0,3.6
466,female,18,1.6,51,1 to 2,19.921875,1.5,Intermediate,0,0,3
467,male,22,1.74,75,1 to 2,24.77209671,1.5,Advanced,1,0,3.6
468,male,22,1.74,75,1 to 2,24.77209671,1.5,Advanced,1,0,3.6
469,female,20,1.62,45,1 to 2,17.14677641,1.5,Advanced,0,-1,4.7
470,female,19,1.54,42,0,17.70956316,0,Intermediate,0,-1,3.4
471,female,20,1.56,52,4 to 5,21.16206443,3.5,Advanced,0,0,4.8
472,female,18,1.6,83,1 to 2,32.421875,1.5,Beginner,0,1,1.5
473,female,18,1.54,71,1 to 2,29.93759487,1.5,Beginner,0,1,1.5
474,female,18,1.63,51,1 to 2,19.1953028,1.5,Intermediate,0,0,3
475,male,19,1.78,64,1 to 2,20.19946976,1.5,Intermediate,1,0,3.3
476,female,18,1.62,68,0,25.91068435,0,Beginner,0,1,0.3
477,female,18,1.71,75,1 to 2,25.64891762,1.5,Beginner,0,1,1.5
478,female,18,1.64,56,1 to 2,20.82093992,1.5,Intermediate,0,0,3
479,male,19,1.69,65,1 to 2,22.75830678,1.5,Intermediate,1,0,3.3
480,female,17,1.58,50,1 to 2,20.02884153,1.5,Intermediate,0,0,2.9
481,female,18,1.57,50,0,20.28479857,0,Beginner,0,0,1.8
482,male,18,1.74,64,3,21.13885586,2,Advanced,1,0,3.6
483,female,20,1.58,54,1 to 2,21.43086044,1.5,Intermediate,0,0,3.2
484,female,18,1.5,58,0,25.77777778,0,Beginner,0,1,0.3
485,female,36,1.65,80,0,29.38475666,0,Intermediate,0,1,2.1
486,male,21,1.8,73,4 to 5,22.5308642,3.5,Advanced,1,0,5.1
487,male,23,1.75,75,1 to 2,24.48979592,1.5,Advanced,1,0,3.7
488,male,20,1.84,104,4 to 5,30.71833648,3.5,Advanced,1,1,3.5
489,male,21,1.88,84,3,23.76641014,2,Advanced,1,0,3.9
490,female,19,1.56,50,0,20.54569362,0,Beginner,0,0,1.9
491,male,24,1.75,84,1 to 2,27.42857143,1.5,Intermediate,1,1,2.3
492,male,25,1.66,68,1 to 2,24.67702134,1.5,Advanced,1,0,3.9
493,male,45,1.7,86,0,29.75778547,0,Beginner,1,1,-1.5
494,male,20,1.8,65,3,20.0617284,2,Advanced,1,0,3.8
495,female,18,1.67,66,0,23.66524436,0,Beginner,0,0,1.8
496,male,19,1.8,60,0,18.51851852,0,Intermediate,1,0,2.1
497,male,18,1.72,53,0,17.91508924,0,Advanced,1,-1,3.5
498,male,20,1.56,45,1 to 2,18.49112426,1.5,Advanced,1,-1,4.9
499,female,25,1.686306,105,0,36.77440043,0,Beginner,0,1,1
500,female,19,1.683124,127,3,44.71513073,2,Intermediate,0,1,2
501,female,26,1.622397,111,0,42.0917132,0,Beginner,0,1,1.1
502,female,22,1.755643,138,3,44.7061199,2,Intermediate,0,1,2.3
503,female,22,1.843419,165,0,48.5720615,0,Beginner,0,1,0.7
504,female,18,1.7456,133,3,43.65907412,2,Beginner,0,1,1.9
505,female,26,1.630927,111,0,41.91306329,0,Beginner,0,1,1.1
506,female,26,1.629191,105,0,39.49373652,0,Beginner,0,1,1.1
507,female,22,1.770612,134,1 to 2,42.73061954,1.5,Beginner,0,1,1.9
508,male,20,1.743702,55,3,18.06531467,2,Advanced,1,-1,5.3
509,male,17,1.771915,56,3,17.73906478,2,Advanced,1,-1,5
510,male,22,1.75376,56,3,18.16813502,2,Advanced,1,-1,5.5
511,female,22,1.675446,51,3,18.22302352,2,Advanced,0,-1,5.3
512,female,21,1.666203,50,3,17.96311805,2,Advanced,0,-1,5.2
513,female,22,1.711467,52,3,17.74100534,2,Advanced,0,-1,5.3
514,female,21,1.598019,45,1 to 2,17.56129322,1.5,Advanced,0,-1,4.8
515,female,22,1.59611,43,1 to 2,16.81919682,1.5,Advanced,0,-1,4.9
516,female,22,1.57206,44,1 to 2,17.77143367,1.5,Advanced,0,-1,4.9
517,female,21,1.586952,43,0,17.10896725,0,Advanced,0,-1,3.6
518,female,23,1.59559,45,0,17.5109111,0,Advanced,0,-1,3.8
519,female,24,1.6,45,3,17.578125,2,Advanced,0,-1,5.5
520,female,19,1.688025,45,4 to 5,15.79264108,3.5,Advanced,0,-1,6.2
521,female,19,1.556211,42,0,17.48282064,0,Intermediate,0,-1,3.4
522,female,19,1.564199,42,3,17.20511036,2,Advanced,0,-1,5
523,female,20,1.56948,41,0,16.77631784,0,Advanced,0,-1,3.5
524,female,21,1.52,42,0,18.17867036,0,Advanced,0,-1,3.6
525,female,20,1.550648,45,1 to 2,18.56586601,1.5,Intermediate,0,0,3.2
526,female,20,1.520997,42,0,18.15484626,0,Advanced,0,-1,3.5
527,female,20,1.528011,42,0,17.9885571,0,Advanced,0,-1,3.5
528,female,21,1.52,42,0,18.17867036,0,Advanced,0,-1,3.6
529,female,22,1.733263,51,0,16.93973516,0,Advanced,0,-1,3.7
530,female,21,1.722527,51,1 to 2,17.13223066,1.5,Advanced,0,-1,4.8
531,female,20,1.734832,50,1 to 2,16.61327124,1.5,Advanced,0,-1,4.7
532,male,23,1.882779,64,1 to 2,18.08425905,1.5,Advanced,1,-1,5.2
533,male,23,1.854592,64,1 to 2,18.49422781,1.5,Advanced,1,-1,5.2
534,male,23,1.835643,59,3,17.46636814,2,Advanced,1,-1,5.6
535,male,18,1.755507,52,1 to 2,16.87322946,1.5,Advanced,1,-1,4.7
536,male,22,1.71266,52,1 to 2,17.59120339,1.5,Advanced,1,-1,5.1
537,male,18,1.694265,52,1 to 2,18.11509705,1.5,Advanced,1,-1,4.7
538,female,19,1.586895,41,0,16.46088344,0,Intermediate,0,-1,3.4
539,female,19,1.579561,42,0,16.78957376,0,Intermediate,0,-1,3.4
540,female,19,1.564568,41,0,16.9115708,0,Intermediate,0,-1,3.4
541,female,20,1.670635,50,3,17.82248346,2,Advanced,0,-1,5.1
542,female,20,1.688426,50,3,17.4201285,2,Advanced,0,-1,5.1
543,female,20,1.66084,49,1 to 2,17.77841523,1.5,Advanced,0,-1,4.7
544,female,23,1.710182,50,3,17.19409874,2,Advanced,0,-1,5.4
545,female,20,1.755978,54,4 to 5,17.41536553,3.5,Advanced,0,-1,6.3
546,female,23,1.728834,51,1 to 2,17.21130214,1.5,Advanced,0,-1,5
547,female,19,1.662017,50,3,18.04255723,2,Advanced,0,-1,5
548,female,19,1.7,50,3,17.30103806,2,Advanced,0,-1,5
549,female,19,1.661403,50,3,18.08967282,2,Advanced,0,-1,5
550,female,30,1.610863,50,1 to 2,19.08220594,1.5,Advanced,0,0,4.2
551,female,32,1.640688,47,1 to 2,17.3321317,1.5,Advanced,0,-1,5.9
552,female,24,1.64603,50,0,18.39500017,0,Advanced,0,-1,3.9
553,male,17,1.710564,52,0,17.63101818,0,Intermediate,1,-1,3.4
554,male,16,1.752755,50,3,16.2752465,2,Advanced,1,-1,4.9
555,male,16,1.691007,53,1 to 2,18.40506661,1.5,Advanced,1,-1,4.5
556,male,18,1.753349,51,1 to 2,16.73823382,1.5,Advanced,1,-1,4.7
557,male,18,1.781543,51,1 to 2,16.02752977,1.5,Advanced,1,-1,4.7
558,male,18,1.755823,52,0,16.9745783,0,Advanced,1,-1,3.5
559,male,17,1.836669,59,3,17.47322226,2,Advanced,1,-1,5
560,male,20,1.768493,58,3,18.47774066,2,Advanced,1,-1,5.3
561,male,18,1.777108,57,3,18.09495728,2,Advanced,1,-1,5.1
562,female,17,1.640824,43,4 to 5,16.10702754,3.5,Advanced,0,-1,6
563,female,17,1.584951,44,3,17.67936673,2,Advanced,0,-1,4.8
564,female,16,1.818268,47,3,14.25387559,2,Advanced,0,-1,4.7
565,male,18,1.793926,60,3,18.54550314,2,Advanced,1,0,3.6
566,male,17,1.809251,59,3,18.01466026,2,Advanced,1,-1,5
567,male,19,1.767335,56,3,17.83287288,2,Advanced,1,-1,5.2
568,female,22,1.699568,55,0,19.03657348,0,Intermediate,0,0,2.2
569,female,21,1.759358,55,3,17.77201853,2,Advanced,0,-1,5.2
570,female,23,1.740295,54,3,17.88482325,2,Advanced,0,-1,5.4
571,female,19,1.739354,50,3,16.41118371,2,Advanced,0,-1,5
572,female,17,1.647811,50,3,18.26838744,2,Advanced,0,-1,4.8
573,female,19,1.768435,50,3,15.85929594,2,Advanced,0,-1,5
574,female,18,1.7,50,1 to 2,17.30103806,1.5,Advanced,0,-1,4.5
575,female,20,1.699464,50,3,17.19978753,2,Advanced,0,-1,5.1
576,female,18,1.74379,50,3,16.44302203,2,Advanced,0,-1,4.9
577,female,20,1.590317,42,3,16.75199806,2,Advanced,0,-1,5.1
578,female,20,1.527133,42,1 to 2,18.00924749,1.5,Advanced,0,-1,4.7
579,female,19,1.530875,42,0,17.92131315,0,Intermediate,0,-1,3.4
580,male,17,1.848294,59,4 to 5,17.39042783,3.5,Advanced,1,-1,6.2
581,male,17,1.824414,59,3,17.81445501,2,Advanced,1,-1,5
582,male,19,1.856633,59,3,17.19085928,2,Advanced,1,-1,5.2
583,female,23,1.715597,50,1 to 2,16.98789031,1.5,Advanced,0,-1,5
584,female,22,1.675054,50,1 to 2,17.80067286,1.5,Advanced,0,-1,4.9
585,female,23,1.717601,51,3,17.3122935,2,Advanced,0,-1,5.4
586,female,17,1.710756,50,0,17.08416907,0,Intermediate,0,-1,3.2
587,female,18,1.7,50,0,17.30103806,0,Intermediate,0,-1,3.3
588,female,18,1.7,50,1 to 2,17.30103806,1.5,Advanced,0,-1,4.5
589,female,19,1.573816,40,1 to 2,16.0887353,1.5,Advanced,0,-1,4.6
590,female,20,1.530884,39,3,16.79954992,2,Advanced,0,-1,5.1
591,female,20,1.529724,40,0,17.24038713,0,Advanced,0,-1,3.5
592,male,20,1.767563,56,3,18.02240445,2,Advanced,1,-1,5.3
593,male,18,1.883364,60,3,16.91541748,2,Advanced,1,-1,5.1
594,male,18,1.824655,59,3,17.60736167,2,Advanced,1,-1,5.1
595,male,18,1.840138,60,3,17.71945918,2,Advanced,1,-1,5.1
596,male,17,1.819557,58,3,17.61669056,2,Advanced,1,-1,5
597,male,17,1.798645,60,3,18.42671874,2,Advanced,1,-1,5
598,male,18,1.7108,51,0,17.39946101,0,Advanced,1,-1,3.5
599,male,18,1.70653,51,0,17.55407093,0,Advanced,1,-1,3.5
600,male,18,1.716691,51,1 to 2,17.35622572,1.5,Advanced,1,-1,4.7
601,female,19,1.555431,44,1 to 2,18.26460915,1.5,Advanced,0,-1,4.6
602,female,19,1.603923,45,3,17.49224226,2,Advanced,0,-1,5
603,female,20,1.602082,45,1 to 2,17.53246707,1.5,Advanced,0,-1,4.7
604,female,19,1.53777,42,0,17.76096352,0,Intermediate,0,-1,3.4
605,female,19,1.538398,42,1 to 2,17.74646583,1.5,Advanced,0,-1,4.6
606,female,19,1.520862,42,0,18.15806945,0,Intermediate,0,-1,3.4
607,male,18,1.717826,52,0,17.53093676,0,Advanced,1,-1,3.5
608,male,18,1.753389,54,3,17.60421564,2,Advanced,1,-1,5.1
609,male,18,1.70165,50,1 to 2,17.32196665,1.5,Advanced,1,-1,4.7
610,male,20,1.75336,55,3,17.88956433,2,Advanced,1,-1,5.3
611,female,22,1.672007,50,1 to 2,17.87839303,1.5,Advanced,0,-1,4.9
612,female,22,1.593847,44,3,17.34024098,2,Advanced,0,-1,5.3
613,female,23,1.584785,44,1 to 2,17.66906966,1.5,Advanced,0,-1,5
614,female,19,1.600264,45,1 to 2,17.57232565,1.5,Advanced,0,-1,4.6
615,female,21,1.549311,42,0,17.31298172,0,Advanced,0,-1,3.6
616,female,20,1.534385,42,0,17.82465473,0,Advanced,0,-1,3.5
617,female,21,1.725548,50,3,16.73059042,2,Advanced,0,-1,5.2
618,male,20,1.868931,63,3,18.09375311,2,Advanced,1,-1,5.3
619,female,21,1.686936,51,0,18.01142185,0,Advanced,0,-1,3.6
620,female,18,1.589829,40,0,15.90578766,0,Intermediate,0,-1,3.3
621,female,20,1.653209,49,3,17.93795106,2,Advanced,0,-1,5.1
622,female,23,1.740108,54,3,17.7205079,2,Advanced,0,-1,5.4
623,female,18,1.7,50,1 to 2,17.30103806,1.5,Advanced,0,-1,4.5
624,female,35,1.689141,50,0,17.52419985,0,Advanced,0,-1,5
625,male,16,1.691206,50,1 to 2,17.4814311,1.5,Advanced,1,-1,4.5
626,male,18,1.788459,52,1 to 2,16.11730982,1.5,Advanced,1,-1,4.7
627,male,17,1.811238,59,3,17.93300408,2,Advanced,1,-1,5
628,female,17,1.830068,44,4 to 5,12.99868489,3.5,Advanced,0,-1,6
629,male,17,1.782756,56,3,17.62918754,2,Advanced,1,-1,5
630,female,23,1.751691,56,3,18.23988574,2,Advanced,0,-1,5.4
631,female,18,1.78656,50,3,15.66515845,2,Advanced,0,-1,4.9
632,female,19,1.71367,50,3,17.02611712,2,Advanced,0,-1,5
633,female,19,1.540375,42,3,17.70358908,2,Advanced,0,-1,5
634,male,17,1.896734,60,4 to 5,16.64861414,3.5,Advanced,1,-1,6.2
635,female,23,1.710129,50,0,17.12405045,0,Advanced,0,-1,3.8
636,female,18,1.704193,51,0,17.43357989,0,Intermediate,0,-1,3.3
637,female,19,1.556611,40,3,16.38244971,2,Advanced,0,-1,5
638,male,18,1.845399,60,3,17.61857131,2,Advanced,1,-1,5.1
639,male,17,1.834637,60,3,17.82316384,2,Advanced,1,-1,5
640,male,18,1.721854,53,0,17.71270745,0,Advanced,1,-1,3.5
641,female,20,1.605521,45,1 to 2,17.32610512,1.5,Advanced,0,-1,4.7
642,female,19,1.530266,42,0,17.93558028,0,Intermediate,0,-1,3.4
643,male,18,1.71889,52,0,17.61952125,0,Advanced,1,-1,3.5
644,male,20,1.756338,55,3,17.82407593,2,Advanced,1,-1,5.3
645,male,18,1.770324,56,3,17.77103274,2,Advanced,1,-1,5.1
646,female,21,1.767479,56,3,18.01097405,2,Advanced,0,-1,5.2
647,female,22,1.704223,51,3,17.71051145,2,Advanced,0,-1,5.3
648,female,21,1.667852,50,3,17.90393595,2,Advanced,0,-1,5.2
649,female,23,1.722461,52,1 to 2,17.48685646,1.5,Advanced,0,-1,5
650,female,22,1.588046,44,1 to 2,17.54083853,1.5,Advanced,0,-1,4.9
651,female,23,1.598612,43,3,16.82368307,2,Advanced,0,-1,5.4
652,female,22,1.592379,44,1 to 2,17.35613654,1.5,Advanced,0,-1,4.9
653,female,21,1.555778,42,0,17.50095406,0,Advanced,0,-1,3.6
654,female,23,1.596466,45,0,17.49696844,0,Advanced,0,-1,3.8
655,female,22,1.598393,45,1 to 2,17.58149245,1.5,Advanced,0,-1,4.9
656,female,19,1.633316,45,1 to 2,16.8683297,1.5,Advanced,0,-1,4.6
657,female,19,1.559567,42,0,17.31984104,0,Intermediate,0,-1,3.4
658,female,19,1.546551,42,1 to 2,17.58911293,1.5,Advanced,0,-1,4.6
659,female,20,1.566501,42,0,16.99574212,0,Advanced,0,-1,3.5
660,female,21,1.52,42,0,18.17867036,0,Advanced,0,-1,3.6
661,female,20,1.599486,45,1 to 2,17.51545148,1.5,Advanced,0,-1,4.7
662,female,20,1.559186,42,0,17.25699409,0,Advanced,0,-1,3.5
663,female,21,1.523426,42,0,18.09699906,0,Advanced,0,-1,3.6
664,female,21,1.52,42,0,18.17867036,0,Advanced,0,-1,3.6
665,female,22,1.689441,51,0,17.90614882,0,Advanced,0,-1,3.7
666,female,21,1.737453,50,1 to 2,16.72187404,1.5,Advanced,0,-1,4.8
667,female,19,1.732096,50,3,16.66579697,2,Advanced,0,-1,5
668,male,22,1.869098,61,3,17.57854888,2,Advanced,1,-1,5.5
669,male,19,1.851123,61,1 to 2,17.87888208,1.5,Advanced,1,-1,4.8
670,male,21,1.787264,59,3,18.34045481,2,Advanced,1,-1,5.4
671,male,18,1.787787,52,1 to 2,16.26940962,1.5,Advanced,1,-1,4.7
672,female,22,1.712515,52,3,17.63241673,2,Advanced,0,-1,5.3
673,male,18,1.698914,52,1 to 2,17.90947399,1.5,Advanced,1,-1,4.7
674,female,19,1.533609,42,0,17.71688586,0,Intermediate,0,-1,3.4
675,female,19,1.567981,42,0,17.0564447,0,Intermediate,0,-1,3.4
676,female,19,1.544263,42,0,17.41695277,0,Intermediate,0,-1,3.4
677,female,19,1.670552,50,3,17.84622498,2,Advanced,0,-1,5
678,female,20,1.676346,49,3,17.47425268,2,Advanced,0,-1,5.1
679,female,20,1.667404,49,3,17.66970619,2,Advanced,0,-1,5.1
680,female,22,1.70011,50,1 to 2,17.35880021,1.5,Advanced,0,-1,4.9
681,male,20,1.75633,55,3,17.6897041,2,Advanced,1,-1,5.3
682,female,23,1.703584,52,0,17.78206831,0,Advanced,0,-1,3.8
683,female,19,1.690727,50,3,17.4548565,2,Advanced,0,-1,5
684,female,18,1.713564,50,3,17.02822364,2,Advanced,0,-1,4.9
685,female,19,1.67231,50,3,17.77643402,2,Advanced,0,-1,5
686,female,27,1.660446,50,1 to 2,17.9749182,1.5,Advanced,0,-1,5.4
687,female,25,1.630379,46,3,17.32904542,2,Advanced,0,-1,5.6
688,female,23,1.655413,50,0,18.40052712,0,Advanced,0,-1,3.8
689,male,18,1.732862,51,0,17.05617434,0,Advanced,1,-1,3.5
690,female,17,1.74402,50,1 to 2,16.43868533,1.5,Advanced,0,-1,4.4
691,male,18,1.757958,52,1 to 2,16.85673205,1.5,Advanced,1,-1,4.7
692,male,18,1.786758,52,1 to 2,16.13919405,1.5,Advanced,1,-1,4.7
693,male,18,1.767058,51,1 to 2,16.37563096,1.5,Advanced,1,-1,4.7
694,male,18,1.699437,52,1 to 2,18.03497814,1.5,Advanced,1,-1,4.7
695,male,17,1.82525,59,3,17.68360041,2,Advanced,1,-1,5
696,male,20,1.793315,58,3,18.09562675,2,Advanced,1,-1,5.3
697,male,19,1.776989,57,3,18.13855942,2,Advanced,1,-1,5.2
698,female,19,1.609495,43,3,16.46670086,2,Advanced,0,-1,5
699,female,17,1.777929,45,3,14.16057467,2,Advanced,0,-1,4.8
700,female,17,1.710948,45,3,15.45723412,2,Advanced,0,-1,4.8
701,male,18,1.854162,60,3,17.41790766,2,Advanced,1,-1,5.1
702,male,17,1.821514,60,3,17.96461314,2,Advanced,1,-1,5
703,male,20,1.762073,56,3,17.87853152,2,Advanced,1,-1,5.3
704,female,23,1.732307,55,1 to 2,18.27311928,1.5,Advanced,0,-1,5
705,male,21,1.759933,55,3,17.75813694,2,Advanced,1,-1,5.4
706,female,23,1.741377,55,3,18.09696022,2,Advanced,0,-1,5.4
707,female,19,1.731195,50,3,16.56666616,2,Advanced,0,-1,5
708,female,17,1.74823,50,3,16.33619545,2,Advanced,0,-1,4.8
709,female,19,1.756865,50,3,16.10188574,2,Advanced,0,-1,5
710,female,18,1.701378,50,1 to 2,17.30358629,1.5,Advanced,0,-1,4.5
711,female,20,1.699956,50,3,17.29604064,2,Advanced,0,-1,5.1
712,female,18,1.723328,50,3,16.83581387,2,Advanced,0,-1,4.9
713,female,19,1.585886,43,1 to 2,16.91499485,1.5,Advanced,0,-1,4.6
714,female,21,1.524926,42,0,18.06141418,0,Advanced,0,-1,3.6
715,female,19,1.52337,42,0,18.09832959,0,Intermediate,0,-1,3.4
716,male,17,1.844749,59,4 to 5,17.4292688,3.5,Advanced,1,-1,6.2
717,male,17,1.853325,60,3,17.35741519,2,Advanced,1,-1,5
718,male,18,1.854706,59,3,17.21237792,2,Advanced,1,-1,5.1
719,female,21,1.72064,50,1 to 2,16.88845709,1.5,Advanced,0,-1,4.8
720,female,22,1.704167,50,1 to 2,17.27360728,1.5,Advanced,0,-1,4.9
721,female,22,1.71746,51,3,17.45686028,2,Advanced,0,-1,5.3
722,female,18,1.708406,50,0,17.13120169,0,Intermediate,0,-1,3.3
723,female,18,1.763465,50,0,16.16789203,0,Intermediate,0,-1,3.3
724,female,18,1.7,50,0,17.30103806,0,Intermediate,0,-1,3.3
725,female,19,1.574017,41,0,16.63761208,0,Intermediate,0,-1,3.4
726,female,20,1.537739,39,3,16.53604127,2,Advanced,0,-1,5.1
727,female,20,1.534223,41,0,17.53245473,0,Advanced,0,-1,3.5
728,male,20,1.76033,55,3,17.86865374,2,Advanced,1,-1,5.3
729,male,18,1.841879,60,3,17.68597707,2,Advanced,1,-1,5.1
730,male,18,1.856406,59,3,17.02548513,2,Advanced,1,-1,5.1
731,male,18,1.829142,60,3,17.91312193,2,Advanced,1,-1,5.1
732,male,17,1.822084,58,3,17.60338049,2,Advanced,1,-1,5
